,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35
291,4,-0.656598811,-0.857656699,-1.088772806,2.300813438,1.093789696,-0.982823577,0.278823499,-0.396372821,1.344410056,0.07522557,0.197170074,-0.37599759,0.318503379,3.8659305,0.247617776,1.423831322,0.636111396,-1.884185059,4.265013611,0.536867464,0.017049379,-7.244902602,0.847103086,-5.576888412,0.007932152,0.557580359,0.00464807,-1.839889474,-0.200081122,0.278823499,-1.366791715,0.483417949,1.273289717,-1.351784639,0.680904135
292,3,-0.724902268,-0.532983227,-0.422483225,0.693649135,0.382202468,-0.03097075,1.423316557,2.121540465,1.197334187,-0.878676449,1.055488252,-0.049265833,-0.028879083,0.315887152,-0.818345806,-0.738163028,0.587021008,2.633211518,-1.965163715,-0.64221692,0.630683825,-3.64414083,-1.13489769,-2.017634226,-0.530852413,0.696776887,0.656272141,-1.395608119,-0.154464488,1.423316557,-0.920023644,0.097706253,1.621061354,0.252812105,1.35430258
293,1,0.591386035,1.584957732,3.329606548,-1.321176563,-0.398497911,-0.679588166,0.510770883,-1.746982382,1.827809998,0.579135948,0.475529919,-0.311262859,0.18503058,-0.280866972,0.544566871,1.282907575,-0.225677399,-1.529721003,0.913972281,-1.263598165,1.624015638,4.263328638,-0.740494095,1.157627601,0.156760602,0.078721992,-0.634520847,1.091677066,-0.426208622,0.510770883,0.279464875,0.381533484,0.768336104,-0.235946126,0.160826904
294,0,-1.6554212,-1.265497209,3.12286334,1.307878458,0.146572907,0.309257986,-4.639172774,-0.529443399,0.337809755,-0.531233257,1.788476935,-0.59081494,-1.941412527,1.707782692,-0.476293943,-1.584763962,1.622136869,-2.989452456,1.402058501,0.261085441,0.352411943,6.683005012,-0.755040923,0.57856182,1.298378641,-0.778769154,-1.930768013,-1.107540297,-0.665340566,-4.639172774,-0.910037404,0.261579886,-1.730414098,-0.404396,-1.117719111
295,2,1.013405844,0.537481879,-3.149016768,-1.919227293,-1.210853032,2.098218037,1.447100823,0.330112054,0.876298534,1.594747873,2.657840209,-0.791828247,-0.573736219,5.374705822,2.108235576,1.891779372,0.566052021,-3.501916075,0.268739031,0.670279892,0.296968315,3.618496072,-0.51791133,2.931996209,-1.162977566,1.287054862,-0.045553941,-1.307360014,-1.208688686,1.447100823,0.760028653,-0.736856585,-0.084821016,-0.149375547,-0.047770759
296,2,0.926714336,0.752607685,-0.742941864,-1.147076065,-0.096676896,1.8799145,0.312213756,-1.109708622,-0.595648075,-0.121337949,0.330332783,-1.517845402,1.24029871,3.21806452,0.358074314,1.470073451,1.034776673,-3.138205881,4.352771638,1.203644759,0.499523935,-1.121712151,0.59915951,0.129755687,-0.153106352,0.675889754,0.249648158,0.96426411,2.090917413,0.312213756,-0.570655262,0.710891118,-1.53807697,-1.461175323,-1.01907527
297,2,0.081486098,-0.214639176,-0.073953886,-1.117717409,0.441991329,-0.071729424,0.957242772,-0.814473018,1.061341305,-0.896991553,1.365280892,-0.87984382,0.358086387,2.71282031,0.134517145,2.760085607,2.15947278,-2.977127244,1.060808063,-0.537883153,-1.021652055,3.221297802,0.408513988,0.514927999,1.20622244,-0.269741656,0.307082775,-0.171218563,-1.420548555,0.957242772,0.965417096,-1.685681285,-2.236817003,0.939591705,-0.329895579
298,0,0.416507648,0.060153361,1.099172034,0.876878259,-0.201448384,0.717463144,-1.516042272,0.745675496,-0.249665989,0.346580904,1.228376269,0.619342175,1.691205678,1.65444701,-0.948397174,-1.729368484,0.836069408,1.664140435,1.086289428,0.460012051,0.813902,0.598211865,-0.765937691,2.002043609,1.297019161,-0.28268391,0.730545392,-1.362445515,1.278514276,-1.516042272,0.396048627,-0.313588618,1.007841518,-0.328171317,0.987781878
299,3,0.140429284,-0.281812969,1.355341856,-1.724300118,0.941119699,1.691585727,2.050150979,-0.481262829,-2.191202481,0.776187761,1.419340625,1.137420043,0.741217864,0.927770623,-1.491234531,1.437431796,0.241418078,0.680497088,-2.90487167,0.27884697,1.530648555,2.971820889,0.966028339,0.008147471,-1.016610607,1.003191042,-0.443616651,0.928862985,-1.411476446,2.050150979,-0.055023648,1.214660891,1.859325453,0.205614458,0.368438199
300,4,-1.067253677,1.064105936,0.903619042,-1.474906169,1.267656317,1.810541667,-0.111203047,-1.569330737,1.639766034,1.414765735,-0.817156216,1.36260751,-0.701904112,2.995534407,0.557261579,0.204026676,0.703739752,-2.789839124,-2.314400969,-1.067596288,0.808277023,3.110704869,-1.142889886,-1.327243137,-0.398147721,0.089240645,1.140002148,0.479356408,1.485116796,-0.111203047,1.025559059,0.487971767,0.19851606,0.272360051,0.130089012
301,2,-0.042412187,1.807657647,-1.526741012,-0.585602299,1.111745016,0.742210429,-2.77194575,0.779823429,2.315082266,-0.17969294,0.150402828,0.482306271,0.823159706,0.597986198,0.786780535,0.875508001,-0.15740169,-0.637421547,1.906685669,-0.648408206,0.669406193,2.29911619,-1.912190171,0.768244788,-0.260311448,-1.737828869,-0.137296644,0.801429111,0.952526004,-2.77194575,0.104791964,0.992918806,-1.617885752,-0.353369229,-1.300909704
302,3,0.81538171,-0.90220762,0.421983031,-0.161775913,-1.029847345,-0.759854637,2.109587668,0.643784245,0.851486464,0.325371725,-0.019167628,-0.502541447,-0.264832245,-0.081533011,1.311135162,-1.545236949,-1.413738317,1.996038589,0.807813866,1.090766744,-1.043665414,-1.40933792,-0.034123268,2.358710143,-0.013772342,0.466282343,0.761187574,1.439370276,-1.160653525,2.109587668,0.290008263,0.869113071,-0.830580834,0.308130259,1.188569137
303,4,0.537677229,-0.271304797,-1.855718878,-0.292457456,0.806368199,-0.298064194,-0.779559869,2.560872468,-0.060952591,-0.403815208,4.785411438,1.58640805,-0.332868434,-2.780661327,0.684496532,-2.022032815,-0.308927669,2.256191269,2.16686259,-0.380428976,-0.544187237,-3.820049986,0.124025794,-0.278605124,0.778077125,1.650245562,-0.143150971,-0.074641683,0.809946491,-0.779559869,-1.937667354,-0.360917479,-0.256169421,0.014098171,0.041085641
304,1,1.486342155,-0.196316817,-1.882711718,-0.396541634,-0.54240954,1.475837166,3.010237325,0.295120226,0.77784172,0.085142934,-2.573585206,0.575607729,1.832564608,-1.309301891,-1.499233811,-2.291841012,-0.660480855,-0.460328603,3.057070553,-0.191154351,-0.010343614,-10.42564191,0.882478394,0.065977774,0.696593308,2.740283201,0.705118448,0.410754567,-0.559042727,3.010237325,0.153689534,-0.0517982,1.455086386,1.617573104,0.9578594
305,2,0.886873288,-0.229931681,3.741042926,0.622549004,-0.36193188,0.424986955,2.50804359,0.290918997,0.148681446,-1.671970353,1.581380177,0.439766016,0.083489448,-0.207998273,-1.012334152,0.558808722,3.929822185,-0.575218385,-4.733508486,0.214547369,1.266977106,7.205922579,3.104465283,2.421440411,-0.647676202,-0.762347637,-2.206335983,1.365964616,1.016138239,2.50804359,0.911872402,-1.154509399,-2.746103068,0.499511295,0.797652039
306,1,-1.877378313,0.611917555,-1.229891885,0.458805669,0.100463112,0.57216869,-2.726653278,0.594583648,-1.638393092,1.375539379,-0.626508223,-0.41729441,-0.17367531,-0.837031424,0.163196774,-0.493620413,-3.420162366,0.069118118,-0.819356021,2.005347053,1.560380584,6.502556452,-0.750598671,2.167329796,0.561653183,-1.726617273,-0.791023892,1.179003286,-0.319133351,-2.726653278,0.577041242,-0.165945803,-3.013720399,-0.810025622,-0.024117951
307,1,-1.682988459,-0.30581206,0.72637625,1.606111341,-1.019417321,0.104578889,0.85497203,-1.315054592,0.174652478,-0.268111001,0.36566654,1.027389163,0.574890785,-2.25561443,0.526939006,-1.255809091,-1.977522473,2.439524696,2.509507499,-0.476592103,0.257526038,-2.709653492,-1.279460148,2.114813189,-1.308350196,-1.515209726,1.004452521,0.528429378,-0.623884142,0.85497203,1.530056716,0.471354258,1.828395637,2.366446826,-1.226701817
308,4,-0.816225126,-0.017161354,3.321601801,-1.58834332,-0.499906157,0.180985516,-1.789870732,0.160573389,0.090133803,2.99144032,-1.380374528,0.697502898,0.376276659,-1.879636363,-1.316468489,-1.906926339,-0.2180682,-1.578671968,0.029243208,-0.784029059,1.298496028,3.585141873,1.497202477,0.904020072,1.02500631,-0.108691574,1.380935831,-0.974713563,-1.37647509,-1.789870732,0.766526199,-0.102991438,-1.101764219,1.612673616,-0.163361795
309,0,2.310804719,0.075251876,1.718153373,-1.350807608,-0.262099057,-0.763382766,-0.458222885,-0.544938484,0.33469339,0.835839979,-4.050957989,0.740849425,-1.301305897,-0.846516312,0.370576012,-4.817205878,0.419010408,-2.174596102,-3.058128243,-1.958092168,-2.339358776,-0.840881852,0.487476938,-0.567483688,0.43674882,-1.072167462,0.171780251,-0.909094917,-1.512055724,-0.458222885,1.041615363,0.373498871,-1.787030549,-1.120260399,1.211485444
310,4,1.50303474,-1.634766838,2.75670298,0.577334091,-0.067056199,0.779377168,-0.353027552,-0.141143898,-1.254538623,1.673034215,0.532141909,-1.420022247,0.460048469,-1.753159115,-0.723688314,-0.525630722,5.250232277,-3.828836548,3.136845773,0.226791607,-1.277370605,-4.656306771,-0.620379658,-3.043486821,0.204630486,-1.979613869,-0.377720445,-1.665170385,-1.532504768,-0.353027552,1.643289609,0.023917231,-0.561639604,3.158416495,1.016144761
311,1,-0.759040827,1.462004235,1.78188584,0.377995598,1.350785825,0.089589387,0.717724377,0.336109988,-0.589920967,0.937512604,1.976364447,-0.278755895,0.268171502,-0.639312799,0.648158357,1.79270807,1.604496709,1.369988719,-1.691979852,-0.303347189,-0.036680371,5.953035581,2.233878678,2.035208234,2.071882807,1.14477395,0.024841284,0.315456858,-0.19401774,0.717724377,-0.440099474,-1.237348958,-2.573969645,2.872278015,1.165802965
312,1,0.850169534,-0.200813571,-1.140699421,0.4907437,0.08568707,1.519951847,3.175482665,-1.239917822,-0.007729672,1.415449855,-0.230762509,-0.652313023,1.07668916,-3.165297367,1.217396737,1.859160456,-0.960806925,0.641866972,0.350585956,-0.369489078,-1.039030306,-1.225398084,-0.128310077,0.214248514,0.140579429,2.239368899,1.207862078,0.726787589,1.164455702,3.175482665,1.21423724,-0.36794602,-3.16774263,0.458019393,0.364372402
313,4,0.567103898,0.428002542,-0.425441714,1.583696864,1.475610272,0.917276107,-0.305111149,0.567528678,0.023946607,-1.370071579,-1.545868945,0.079689948,0.698936901,0.307860828,2.08524379,-0.558272805,-1.01255136,0.688707051,0.132288314,-0.254840637,-0.337436807,-0.531413534,-1.259084553,0.163129044,0.939096396,0.152535282,-1.297263741,-0.596628398,-0.512468379,-0.305111149,1.308198635,-0.225498477,-0.581973103,-1.249846474,2.139161184
314,1,-0.924544186,-1.928758385,-0.68057294,0.424860226,1.234593122,1.943726415,0.41107609,-0.540720121,-0.331029174,1.382484979,-0.13541689,-1.752817648,-1.545570082,-3.633911494,-0.643694993,-0.459748238,-2.532015915,2.718917936,-1.286214875,-0.638960579,-0.411929299,-0.459955531,0.783147385,-1.127698704,0.046278876,-0.60613277,0.282494895,1.010219727,-0.586401732,0.41107609,0.400205802,0.93175579,-2.159507646,-0.081864834,1.877201547
315,0,-1.029381415,-0.745092654,0.971633016,0.238522662,-0.16891691,-2.020379459,2.401032251,0.397426355,-0.199804238,0.587125336,-4.169248348,-0.136912696,0.07073296,2.518661109,0.70031219,-0.771865569,-2.245950736,1.434917545,-3.647998536,-1.225919738,0.923568494,-4.576678211,0.68832628,-6.768886338,0.877984981,-0.188840198,-0.025512876,-0.656148912,-0.329275781,2.401032251,1.450889868,1.11004855,-0.143214174,-0.190922577,0.423756911
316,1,-1.56412813,-1.078922101,-1.673928162,0.352305004,0.189204277,-0.545537598,2.835008913,1.728005876,0.458983459,1.426291898,-1.174369644,-0.329549321,-1.084478372,-0.581659415,-1.887300659,-0.255004292,-3.713678209,0.649157587,1.515391936,0.126942587,0.85259228,-5.122284981,-0.153471513,-0.445569629,0.045618042,2.201173629,-0.136962226,-1.308369729,-1.061889434,2.835008913,-2.886218797,0.51298048,1.827573352,-0.05880542,0.491803082
317,1,-0.295804503,-0.04125774,1.522664664,-0.327060864,-0.109384537,-0.522681229,0.041182579,2.165164122,-2.128795624,-0.252881325,0.703861774,-1.247325509,-0.083383517,-4.295518239,0.659321137,4.662295238,3.033274096,-0.262389492,1.026184005,-0.904076809,1.241843252,5.893238724,-0.925027573,3.107852896,0.058643242,-0.416544568,-0.872816005,-0.941859684,-1.526535714,0.041182579,-0.35611051,0.481214572,-2.643959369,-1.647511457,0.510733401
318,0,-1.661392417,0.409783731,0.422674594,0.896298085,0.126470444,-2.366601731,-1.823405098,0.379490006,-0.320097127,0.15251967,5.19241024,0.566233885,-1.179051786,2.574512773,-1.527405209,-1.2737392,2.292525955,-2.284117052,-1.693838115,-0.943193123,0.053415875,7.76821787,-1.635302985,2.904659468,1.247989646,0.24226202,-0.881781197,-0.191982597,-0.418899677,-1.823405098,-0.727200344,-0.668917018,-1.342097009,-1.493788516,1.416371532
319,0,0.186873454,0.248267504,0.608093604,0.786216767,-2.184548336,0.483837766,2.171898408,0.44489893,-0.690547459,0.696038121,-0.735348534,-0.172815426,-0.488633032,3.759172015,0.186033682,-0.670053373,0.813581031,-0.115838753,-2.294472829,1.339451128,0.784689506,-4.923422115,-1.720476391,-4.203557766,-0.886988693,0.288521321,0.221415987,-1.119686648,0.160012526,2.171898408,-0.125049194,-0.032803615,4.045357697,-1.031573603,0.595043557
320,0,0.748762406,0.694814724,-2.143764835,-0.213247295,1.348140217,1.23574475,1.50533312,0.014958798,1.011879894,-0.331817769,-2.388218825,0.10297371,-1.716808497,2.33424579,-1.423134721,1.879101012,0.731399151,1.630452951,0.915181452,-0.621906007,-0.717163129,0.074596392,-0.201082901,3.680160718,1.370908842,1.267806248,0.179108128,-0.238904385,1.475796143,1.50533312,-0.583801392,-0.216936512,-2.431336372,-0.664036784,0.685844737
321,1,-0.373149575,0.091393375,-2.868479189,1.283141642,1.050685209,0.502829554,2.890864324,-1.155263498,-2.369053757,0.398350241,-3.051479998,1.685618045,-0.550478207,-1.549388011,1.008831064,-2.570429265,-2.121263071,1.060436229,1.387957283,-0.597907371,1.94562093,-4.948338971,-0.444414184,5.124267013,0.852155666,0.602445727,0.136219255,0.797699015,1.619822328,2.890864324,-0.792514354,-1.147375822,-0.698388707,1.733120157,-0.781053843
322,2,-1.749127052,-0.752110564,1.012862625,0.120808358,-0.836118744,1.044227655,1.818172676,0.157691831,0.866674602,-0.887578397,1.630018796,-0.219583239,1.831056307,1.031418145,-0.657725339,0.403722854,0.427377156,-0.449754722,-0.448807226,0.253594352,-0.188839985,2.713970085,0.447199411,2.388288007,-0.900030169,0.828752126,-2.432845787,-1.21209612,1.897587566,1.818172676,-0.531629892,0.48072784,0.33133831,-0.379669495,-0.216451825
323,4,0.46037649,0.751497922,0.285946885,-0.019308454,-0.6835381,1.252731425,3.358427059,0.897259224,-0.37078844,0.564866045,1.315226771,-0.160659908,0.418510613,-1.074851076,0.498422852,0.192735121,-2.357029707,-1.19128041,1.83045703,0.374036974,0.921356634,-2.291627347,-0.156136705,0.699306316,2.128435555,2.569376969,0.853990932,-1.420529282,-0.363634322,3.358427059,1.651132987,-0.481433424,2.545721042,0.116143194,-1.582053646
324,4,-0.011270669,-0.462724588,-1.287383341,0.201508041,0.793972096,-1.867961332,-1.254207396,0.494909667,0.931022821,-0.518360417,1.422922344,-0.615157136,1.032026313,-1.160925202,0.045073719,-1.36369431,2.219586067,-0.352948506,1.458670254,0.754655214,0.021078008,-2.189088709,-1.198236513,1.697918458,0.25076934,0.40278321,0.887149501,-0.80793509,0.470031902,-1.254207396,0.6107117,0.065796652,0.746592279,0.925462356,-0.201741584
325,4,0.316360836,0.929837609,-2.00002712,0.587302825,-0.122904178,-0.408809812,-2.545801798,1.544442117,0.066304168,0.660894614,1.787784797,-0.731667596,-0.335591487,0.114838499,0.974255367,-0.314551919,3.105650846,-2.384398674,2.120355053,1.177129142,2.077793314,-3.703485243,-0.194181207,-2.695333165,-0.974852009,1.032192246,0.227475086,1.069095722,0.82195406,-2.545801798,-0.393895656,-0.612763147,0.105655239,-0.834385888,-0.313412855
326,4,0.411090499,1.330996061,-1.997738621,1.123109168,0.172488003,0.51970836,1.631974261,0.593081668,-0.304658203,0.171910066,0.740523362,-0.644110009,0.327778217,0.859331233,0.002422506,-1.757530576,-0.536820258,0.503529708,3.511454969,1.413165115,-0.088880584,-8.338471321,0.44729078,-0.222699882,0.038848049,1.328405308,-0.458079434,0.212883004,-0.125363286,1.631974261,1.270524434,2.167060784,2.389273157,-0.981560941,2.042889756
327,3,1.5029593,1.036605549,2.32651359,0.93014117,-0.972760631,-0.184915078,-0.346392698,0.363498441,-1.720354346,1.733828757,-1.942196282,0.526782589,0.5975415,0.735369247,0.352499984,-1.661354195,2.709504053,0.304198888,-0.972856685,0.235670867,3.268676914,1.024703088,-0.074031537,1.819858004,-0.152598087,1.138230572,1.593487636,1.210912948,-0.318490955,-0.346392698,0.244512743,0.368012074,-1.248041415,0.951053901,1.901349102
328,4,-1.362964257,0.21177751,-2.788565205,0.851604014,2.01574253,-0.642314527,-3.122943536,0.681902536,-0.09385143,-0.855448031,1.746577078,-1.462621871,-1.00069959,-0.907690377,-0.264679772,0.453613551,0.079914646,-1.320324549,0.21139152,1.887925238,2.037820088,1.587368909,-0.102022905,-2.052360223,0.653278574,0.256567022,0.126299293,1.080272394,1.115354689,-3.122943536,-0.405804248,1.663326174,-2.855798061,0.847485579,-0.108381864
329,0,0.131099706,1.683399211,1.678649872,0.894995986,0.848621491,0.526869512,-1.670505372,-0.087325628,-0.02831505,-0.134640564,-2.156629136,1.674575917,0.591292119,0.340478036,0.20687492,1.132611573,2.432916456,-1.199211869,1.056997287,-0.950060353,-0.227727363,3.928930863,0.268261548,2.182280411,0.349920557,-1.004131429,0.4679358,0.485673296,-1.543244842,-1.670505372,2.154991951,-0.528469983,-2.589459469,0.123948007,1.498857393
330,1,-0.778030965,-0.368966545,-1.345943782,0.172592459,-0.949715166,-0.866978818,0.612252583,-0.434818006,1.344700651,-0.568252199,-2.316459329,-0.419079021,0.921024264,-2.01378667,0.547388243,2.909379238,0.654362953,-2.401593731,0.205708771,0.190749813,-0.432164935,0.084876951,0.598828205,-1.160834876,0.20391699,-0.356774815,2.07978591,0.17391766,-0.142515234,0.612252583,-1.330896487,0.42122683,-2.109634399,0.206144034,1.816802624
331,0,0.763627179,2.168691916,-3.425361611,1.084048182,0.994696671,-0.667729674,5.08109527,2.301585935,0.855630761,-1.54502631,-0.131674086,-0.138174654,-1.474493319,2.060048064,-0.807049752,-0.672923047,1.600348099,2.32366085,-1.460504037,-0.267218999,-0.423124334,-2.880637653,0.69640132,4.503783171,0.48147351,1.610559424,-0.507406211,-0.461083309,0.347814564,5.08109527,1.249960098,0.574958891,-4.208623953,1.092926467,1.089337117
332,4,-0.454543156,-0.151047843,-1.309896423,-1.44886694,-0.362634911,-0.442438228,0.109231882,-0.321694293,0.84138416,2.109718339,1.060213775,-0.229366583,-1.497169303,1.124002809,-0.547036636,-1.55706365,-2.026371765,2.885650305,-3.480717074,-0.755244217,-2.1513795,5.894972309,0.451258029,6.881725693,0.144392629,0.523400306,-1.359104579,1.946258698,1.202145516,0.109231882,-1.405725272,0.83397695,2.43090926,0.904271488,-2.33877694
333,4,-0.827610339,-0.906182106,0.206076478,-0.273590303,0.571334719,-0.025102068,-1.59962538,-0.722533187,0.385207814,1.220623924,4.422212655,-0.068170826,-0.505046234,-3.828578629,0.721045432,0.050409942,0.607448646,0.330236436,0.372443843,0.281720298,0.910408946,1.034074962,1.121495203,-3.074318552,0.916987832,0.378842658,1.037846853,-1.033719095,0.01685201,-1.59962538,1.624491562,-0.892266111,-3.251136959,0.299333372,1.375095455
334,4,-0.132843963,0.535159805,2.276007401,0.833820945,0.123991876,-2.394228951,2.4296248,1.788807359,-0.359657481,-0.641673324,1.480410656,-0.458018488,0.571744424,-2.747991957,0.437751609,0.849461487,0.179457523,0.304607864,1.549069562,-1.189898274,-0.90871442,1.193316598,-1.991239132,0.612943043,-0.371532148,-0.413895908,0.964331294,0.639218352,1.156318604,2.4296248,0.421844103,0.160231068,-4.153722924,0.105986592,0.035286841
335,2,0.093656955,1.009167988,2.722283517,0.062054544,-0.748048203,-0.932911758,-0.210024361,1.449363961,0.545988602,1.147866961,1.442009019,0.453993691,-0.966683134,-1.051320027,-0.567958326,1.088725124,0.865727093,2.800048294,1.135944622,-0.576013575,-3.039833955,1.538141745,-1.184125478,-0.565675128,0.348068662,0.237174551,-0.144586404,2.712424732,0.147959582,-0.210024361,0.471735125,0.657348636,-2.017048513,-0.563648501,-0.350239599
336,4,-2.589666865,1.495620237,2.024900987,-0.355440337,-0.754149078,-0.802818775,1.646880676,-0.789865412,0.374750596,-1.292592078,2.393219081,0.17906576,0.891658019,0.00746275,1.08328667,0.125905262,-2.156273523,-0.833242985,-2.883132935,1.041034919,-0.403247897,7.546374011,0.255999175,2.455138525,-1.506474897,1.679724664,-0.718442153,0.408230054,-1.080687785,1.646880676,0.359355683,-0.043639053,0.553319833,-0.047224724,1.821282202
337,3,0.841475619,-0.275182274,1.072736862,-0.407668464,0.629975813,-0.038809586,1.179543948,-1.237617461,0.217811132,2.927854667,1.618525117,-0.082757982,-1.235548594,-1.938773164,-0.527135145,2.3648601,-0.511622932,0.30624819,-1.727277836,0.001751052,1.191183444,6.787337963,-1.195027575,3.765879038,-1.72283549,-0.142448133,-0.437926635,-1.257355518,1.294550811,1.179543948,-0.696142357,-0.208461727,1.02196347,-0.837409143,-0.285647948
338,2,0.830174053,0.55263679,-1.191547657,1.469432832,-1.375468267,-0.523065209,1.805763053,-0.978392996,-0.127071851,-0.764973294,2.908509813,-0.855829961,-1.27776103,4.058872611,1.701861571,-0.685156488,3.202212319,0.004920833,0.863735481,-0.283513689,0.702628081,-3.132584524,0.734713264,0.006230089,2.045592797,1.189505292,-0.514136516,-0.249864956,0.30743083,1.805763053,0.621846073,-1.13999128,-1.527036527,0.665336945,-0.319830962
339,0,-1.34320163,-1.534782488,1.036090871,-2.092125651,0.917715774,0.446993695,1.210958011,2.221530687,0.658444488,-2.437732175,-1.731192693,0.27196914,-0.124717404,1.684719704,-0.011591405,-0.905522653,1.375899431,0.486136069,1.250137897,-0.325455277,-1.011741156,-0.909945145,0.775437208,2.892394804,1.462548121,0.67305184,-1.39140494,1.301360358,1.430502218,1.210958011,0.934759433,0.446269549,-1.084238582,-1.037295791,-0.105989802
340,2,-0.605694107,1.167998126,0.287770687,-0.7933735,-0.489117757,-0.800231899,0.780213326,1.076889342,-0.007594453,0.534988508,2.805766049,-0.59141908,-0.728128986,0.402793138,1.010094256,-0.859926437,-2.073627186,1.456124592,-0.41582867,1.579422103,-1.37362449,1.72096251,-0.112925299,1.044151409,0.228789212,0.239542579,-1.071647126,0.142802799,1.40323778,0.780213326,-0.697730509,0.820287882,0.90278013,-0.319254147,-2.547858136
341,3,0.124487371,-1.172899024,2.380955615,-0.897533217,-1.074230149,0.131542521,-0.525865166,-0.068915541,0.764088218,-1.235175266,0.29619477,-0.784447362,0.588758354,0.412892172,-0.153848226,2.246334275,0.54262093,-0.037474432,-1.143077361,-0.526905577,1.528469061,5.845646786,0.53907964,1.161933158,1.328173741,0.393949419,-0.579061881,0.068057307,1.050473265,-0.525865166,0.244446007,1.197116243,1.47885616,-0.26655151,1.175485559
342,0,-0.42700774,1.586339463,-0.728464075,0.993513004,1.874010373,0.520325443,-2.697152693,-0.231511743,1.418973232,-1.500203765,-1.375333598,-0.192197219,1.661568674,0.942421175,-0.248957018,-3.806601813,3.097509495,-2.538940907,-3.196734366,-1.294906312,1.10176966,4.371749669,2.215920859,4.086879449,0.85344509,-1.390526892,0.691054073,-1.488516558,-2.292034273,-2.697152693,0.393275838,2.136927199,-2.619427498,-0.219187473,-0.378372804
343,3,1.569103852,0.038389646,2.779873231,-0.834338428,-0.237132989,0.822407647,0.290988038,-1.07895221,-0.674261428,1.228156926,0.327658863,-0.140314152,0.158732681,2.357030304,-0.949243757,-0.823603238,-2.92270585,1.886957822,-1.121451528,0.177578508,0.311222874,3.094152814,1.780226762,-0.723180436,0.852873267,0.813832409,-0.502201983,-0.6092906,0.741329271,0.290988038,-0.249002446,0.504426658,0.833441793,0.287839481,-0.413192857
344,0,-0.911725195,-1.080020156,1.812529319,-1.375791157,-0.004458053,0.511486135,1.168116838,-1.907685566,1.29248289,-1.184641882,-0.159611972,-0.258615063,0.68809712,0.694005316,1.251556498,0.622470329,-0.000521898,2.446276408,2.846613957,0.562419542,-0.937170328,-3.818057027,-0.958743119,-0.144690234,1.29817002,-0.078921544,1.210863584,-1.896921907,1.059552026,1.168116838,-0.321815363,1.208123823,2.945289931,-0.259270996,-0.912873705
345,0,0.84300613,0.418651811,3.536069858,-0.970100464,-2.102252676,0.590613567,-0.660088211,1.427742644,0.523710219,0.787713492,-0.369949762,-0.474097335,0.779460337,0.36233066,-1.105917558,0.252997756,-0.94967712,0.219222903,3.76806645,-0.357048019,-0.95778827,1.65278653,0.462763616,2.080671506,-0.983908523,-0.725668792,0.924471154,-0.594945749,1.211725419,-0.660088211,0.907122888,0.02531711,1.867130595,-0.815414172,0.180207647
346,3,1.260654895,0.352205298,-0.190816678,0.35501923,1.923760581,0.350100805,-3.619127136,2.403647643,-0.946490312,-1.134492955,-0.163756949,0.338531435,0.454230365,0.032412667,1.730116355,1.380918452,-1.789568884,-3.160730439,0.231963062,-1.243113647,0.679336442,6.927730267,1.089190419,1.330486286,1.161503183,-1.236216802,-0.360612956,1.387832756,0.728768357,-3.619127136,0.67052624,0.297094943,2.080530947,1.431495753,-3.43141512
347,2,-1.326412021,0.591842117,-3.045272008,2.852504239,0.312963587,0.842092749,1.387398263,1.724358587,-0.787857124,0.671647639,0.909721464,-0.055862774,0.2618948,1.790288002,-0.746341923,1.408865151,2.000197253,0.807787793,2.242478776,0.572386149,1.321281324,-3.861273144,-0.651584054,2.062777366,0.089839977,0.570298017,-0.396672914,-0.434572713,-0.502387052,1.387398263,-0.442505087,-0.439505096,0.808519831,-0.063663794,0.540429144
348,1,-0.415151032,0.782757119,0.181256441,-1.013777439,0.182266691,-0.785308446,-1.566742762,0.440677688,1.116708689,-0.207297807,0.901241451,0.455485747,0.206038453,1.717724913,-0.755884823,1.274826662,-3.301854334,-0.021201937,-1.858274506,-0.527033663,-0.471395213,7.84881113,-0.630529755,-0.363609484,1.54006947,0.577171511,0.415441812,-0.876832564,-1.232363269,-1.566742762,0.918992557,-0.863710911,-1.764634366,-0.604906224,-0.130726948
349,0,1.44586675,0.819439815,3.429776465,0.906487775,-0.560417261,-0.244291248,-0.635588557,0.113418686,0.384004609,0.043930248,-2.652161121,-0.716149163,1.024567198,0.849777609,-0.687158178,3.453343865,-0.661969094,1.798916932,2.624768663,-0.588646778,0.175479902,6.178019346,-0.376239267,2.539155406,2.13913992,2.694015588,-0.473433106,0.763759905,1.435701688,-0.635588557,1.426487253,1.675446646,-3.140626941,0.400713796,-0.461464607
350,2,-2.388552701,-0.078319451,2.366032449,-1.364819238,-0.008295953,1.131042891,4.367484012,-0.480150318,-0.514008035,-0.883314591,0.892383838,-1.477152105,1.695812208,-0.374965264,0.483865323,0.13397985,2.60515223,-1.17883041,0.380571782,1.553830449,1.794869993,-3.77499181,-1.180424276,-0.649916826,-0.38173701,2.165036386,0.248680476,-0.541611117,-1.61829626,4.367484012,-2.871249254,-0.748929728,0.74695355,-0.379136429,0.010003479
